gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup,gind,gsector,gsubind,naics,sic
012441,20191231,2019,INDL,C,D,STD,IT,GARTNER INC,USD,A,4510,451020,45,45102010,541910,8700
012445,20191231,2019,INDL,C,D,STD,WTS,WATTS WATER TECHNOLOGIES INC,USD,A,2010,201060,20,20106020,332919,3490
012459,20191231,2019,INDL,C,D,STD,NVR,NVR INC,USD,A,2520,252010,25,25201030,236117,1531
012471,20191231,2019,INDL,C,D,STD,INT,WORLD FUEL SERVICES CORP,USD,A,1010,101020,10,10102030,424720,5172
012482,20190930,2019,INDL,C,D,STD,CLFD,CLEARFIELD INC,USD,A,4520,452010,45,45201020,334419,3679
012485,20191231,2019,INDL,C,D,STD,ATUS,ALTICE USA INC,USD,A,5020,502010,50,50201030,515210,4841
012540,20191130,2019,INDL,C,D,STD,ADBE,ADOBE INC,USD,A,4510,451030,45,45103010,518210,7370
012544,20191231,2019,INDL,C,D,STD,JOE,ST JOE CO,USD,A,6010,601020,60,60102010,721110,7011
012568,20190930,2019,INDL,C,D,STD,DJCO,DAILY JOURNAL CORP,USD,A,5020,502010,50,50201040,511210,7372
012589,20191231,2019,INDL,C,D,STD,EHC,ENCOMPASS HEALTH CORP,USD,A,3510,351020,35,35102020,622310,8060
012603,20191231,2019,INDL,C,D,STD,CNO,CNO FINANCIAL GROUP INC,USD,A,4030,403010,40,40301020,524114,6321
012615,20191231,2019,INDL,C,D,STD,MHO,M/I HOMES INC,USD,A,2520,252010,25,25201030,236117,1531
012625,20191231,2019,INDL,C,D,STD,MRTN,MARTEN TRANSPORT LTD,USD,A,2030,203040,20,20304020,484230,4213
012635,20191231,2019,INDL,C,D,STD,FISV,FISERV INC,USD,A,4510,451020,45,45102020,518210,7374
012689,20191130,2019,INDL,C,D,STD,KBH,KB HOME,USD,A,2520,252010,25,25201030,236117,1531
012711,20190930,2019,INDL,C,D,STD,CVM,CEL-SCI CORP,USD,A,3520,352010,35,35201010,325414,2836
012713,20191231,2019,INDL,C,D,STD,ABEO,ABEONA THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
012719,20191231,2019,INDL,C,D,STD,APYX,APYX MEDICAL CORP,USD,A,3510,351010,35,35101010,334510,3845
012726,20191231,2019,INDL,C,D,STD,UNM,UNUM GROUP,USD,A,4030,403010,40,40301020,524114,6321
012785,20191231,2019,INDL,C,D,STD,PPC,PILGRIM'S PRIDE CORP,USD,A,3020,302020,30,30202030,311615,2015
012796,20191231,2019,INDL,C,D,STD,CLGX,CORELOGIC INC,USD,A,2020,202020,20,20202020,518210,7374
012825,20190930,2019,INDL,C,D,STD,JJSF,J & J SNACK FOODS CORP,USD,A,3020,302020,30,30202030,311812,2050
012840,20191231,2019,INDL,C,D,STD,HTLD,HEARTLAND EXPRESS INC,USD,A,2030,203040,20,20304020,484121,4213
012850,20191231,2019,INDL,C,D,STD,CERN,CERNER CORP,USD,A,3510,351030,35,35103010,541512,7373
012874,20191231,2019,INDL,C,D,STD,ICAD,ICAD INC,USD,A,3510,351030,35,35103010,334510,3845
012909,20191231,2019,INDL,C,D,STD,MKL,MARKEL CORP,USD,A,4030,403010,40,40301040,524126,6331
012915,20191231,2019,INDL,C,D,STD,OSUR,ORASURE TECHNOLOGIES INC,USD,A,3510,351010,35,35101020,325413,2835
012926,20191231,2019,INDL,C,D,STD,FRPH,FRP HOLDINGS INC,USD,A,6010,601020,60,60102020,531120,6512
012945,20190930,2019,INDL,C,D,STD,PLXS,PLEXUS CORP,USD,A,4520,452030,45,45203020,334412,3672
012964,20191231,2019,INDL,C,D,STD,CDZI,CADIZ INC,USD,A,5510,551040,55,55104010,221310,4941
012972,20190930,2019,INDL,C,D,STD,IMKTA,INGLES MARKETS INC  -CL A,USD,A,3010,301010,30,30101030,445110,5411
013041,20191231,2019,INDL,C,D,STD,SNV,SYNOVUS FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
013071,20191231,2019,INDL,C,D,STD,RDNT,RADNET INC,USD,A,3510,351020,35,35102015,621512,8071
013092,20190930,2019,INDL,C,D,STD,JACK,JACK IN THE BOX INC,USD,A,2530,253010,25,25301040,722513,5812
013125,20191231,2019,INDL,C,D,STD,PEAK,HEALTHPEAK PROPERTIES INC,USD,A,6010,601010,60,60101050,531120,6798
013142,20191231,2019,INDL,C,D,STD,CMO,CAPSTEAD MORTGAGE CORP,USD,A,4020,402040,40,40204010,525990,6798
013200,20191031,2019,INDL,C,D,STD,PLAB,PHOTRONICS INC,USD,A,4530,453010,45,45301010,334413,3674
013323,20191031,2019,INDL,C,D,STD,SAFM,SANDERSON FARMS INC,USD,A,3020,302020,30,30202030,311615,2015
013341,20191231,2019,INDL,C,D,STD,PGR,PROGRESSIVE CORP-OHIO,USD,A,4030,403010,40,40301040,524126,6331
013342,20191231,2019,INDL,C,D,STD,RLI,RLI CORP,USD,A,4030,403010,40,40301040,524126,6331
013354,20200229,2019,INDL,C,D,STD,VOXX,VOXX INTERNATIONAL CORP,USD,A,2520,252010,25,25201010,334310,3651
013421,20191231,2019,INDL,C,D,STD,CDNS,CADENCE DESIGN SYSTEMS INC,USD,A,4510,451030,45,45103010,511210,7372
013431,20191231,2019,INDL,C,D,STD,BRY,BERRY CORP,USD,A,1010,101020,10,10102020,211120,1311
013453,20191231,2019,INDL,C,D,STD,OPY,OPPENHEIMER HOLDINGS INC,USD,A,4020,402030,40,40203020,523110,6211
013480,20191231,2019,INDL,C,D,STD,EBIX,EBIX INC,USD,A,4510,451030,45,45103010,511210,7372
013498,20191130,2019,INDL,C,D,STD,CCL,CARNIVAL CORPORATION & PLC,USD,A,2530,253010,25,25301020,483112,4400
013510,20191231,2019,INDL,C,D,STD,DRE,DUKE REALTY CORP,USD,A,6010,601010,60,60101020,531120,6798
013561,20191231,2019,INDL,C,D,STD,MBI,MBIA INC,USD,A,4030,403010,40,40301040,524126,6351
013562,20191231,2019,INDL,C,D,STD,BDN,BRANDYWINE REALTY TRUST,USD,A,6010,601010,60,60101040,531120,6798
013570,20191231,2019,INDL,C,D,STD,MIDD,MIDDLEBY CORP,USD,A,2010,201060,20,20106020,333318,3580
013579,20191231,2019,INDL,C,D,STD,EQC,EQUITY COMMONWEALTH,USD,A,6010,601010,60,60101040,531120,6798
013580,20191231,2019,INDL,C,D,STD,UHT,UNIVERSAL HEALTH RLTY INCOME,USD,A,6010,601010,60,60101050,531120,6798
013602,20200430,2019,INDL,C,D,STD,CRMT,AMERICA'S CAR-MART INC,USD,A,2550,255040,25,25504050,441120,5500
013619,20200331,2019,INDL,C,D,STD,ABMD,ABIOMED INC,USD,A,3510,351010,35,35101010,339112,3841
013623,20191231,2019,INDL,C,D,STD,CNMD,CONMED CORP,USD,A,3510,351010,35,35101010,334510,3845
013700,20191231,2019,INDL,C,D,STD,XRAY,DENTSPLY SIRONA INC,USD,A,3510,351010,35,35101020,339114,3843
013714,20191231,2019,INDL,C,D,STD,VIAC,VIACOMCBS INC,USD,A,5020,502010,50,50201020,515120,4888
013721,20191231,2019,INDL,C,D,STD,ZTS,ZOETIS INC,USD,A,3520,352020,35,35202010,325412,2834
013786,20191231,2019,INDL,C,D,STD,HRTX,HERON THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
013824,20190930,2019,INDL,C,D,STD,FICO,FAIR ISAAC CORP,USD,A,4510,451030,45,45103010,541512,7373
013888,20191231,2019,INDL,C,D,STD,COOP,MR COOPER GROUP INC,USD,A,4010,401020,40,40102010,522292,6162
013906,20190930,2019,INDL,C,D,STD,JOUT,JOHNSON OUTDOORS INC  -CL A,USD,A,2520,252020,25,25202010,336320,3690
013963,20191231,2019,INDL,C,D,STD,VGR,VECTOR GROUP LTD,USD,A,3020,302030,30,30203010,531210,6531
013988,20191231,2019,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,USD,A,4020,402030,40,40203020,523920,6282
014027,20191231,2019,INDL,C,D,STD,CLH,CLEAN HARBORS INC,USD,A,2020,202010,20,20201050,562211,4955
014084,20191231,2019,INDL,C,D,STD,AIN,ALBANY INTL CORP  -CL A,USD,A,2010,201060,20,20106020,313210,2221
014108,20191231,2019,INDL,C,D,STD,CYBE,CYBEROPTICS CORP,USD,A,4530,453010,45,45301010,333314,3827
014113,20190930,2019,INDL,C,D,STD,MITK,MITEK SYSTEMS INC,USD,A,4510,451030,45,45103010,333316,3577
014172,20191231,2019,INDL,C,D,STD,FULT,FULTON FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
014219,20191231,2019,INDL,C,D,STD,BXS,BANCORPSOUTH BANK,USD,A,4010,401010,40,40101015,522110,6020
014225,20191231,2019,INDL,C,D,STD,FAST,FASTENAL CO,USD,A,2010,201070,20,20107010,423,5000
014253,20191231,2019,INDL,C,D,STD,WABC,WESTAMERICA BANCORPORATION,USD,A,4010,401010,40,40101015,522110,6020
014256,20190630,2019,INDL,C,D,STD,MXIM,MAXIM INTEGRATED PRODUCTS,USD,A,4530,453010,45,45301020,334413,3674
014269,20191231,2019,INDL,C,D,STD,HLF,HERBALIFE NUTRITION LTD,USD,A,3030,303020,30,30302010,424210,5122
014275,20191231,2019,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,USD,A,4010,401010,40,40101015,522110,6020
014282,20191231,2019,INDL,C,D,STD,APH,AMPHENOL CORP,USD,A,4520,452030,45,45203015,334417,3678
014309,20191231,2019,INDL,C,D,STD,IPAR,INTER PARFUMS INC,USD,A,3030,303020,30,30302010,325620,2844
014311,20191231,2019,INDL,C,D,STD,PII,POLARIS INC,USD,A,2520,252020,25,25202010,336999,3790
014320,20191231,2019,INDL,C,D,STD,ICPT,INTERCEPT PHARMA INC,USD,A,3520,352010,35,35201010,325414,2836
014359,20191231,2019,INDL,C,D,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,A,1010,101020,10,10102020,211120,1311
014369,20191231,2019,INDL,C,D,STD,USM,US CELLULAR CORP,USD,A,5010,501020,50,50102010,517312,4812
014370,20191231,2019,INDL,C,D,STD,MAN,MANPOWERGROUP,USD,A,2020,202020,20,20202010,561320,7363
014401,20191231,2019,INDL,C,D,STD,ITIC,INVESTORS TITLE CO,USD,A,4030,403010,40,40301040,524127,6361
014403,20191231,2019,INDL,C,D,STD,DX,DYNEX CAPITAL INC,USD,A,4020,402040,40,40204010,525990,6798
014418,20191231,2019,INDL,C,D,STD,MGM,MGM RESORTS INTERNATIONAL,USD,A,2530,253010,25,25301010,721120,7990
014477,20191231,2019,INDL,C,D,STD,WM,WASTE MANAGEMENT INC,USD,A,2020,202010,20,20201050,562111,4953
014489,20200131,2019,INDL,C,D,STD,DELL,DELL TECHNOLOGIES INC,USD,A,4520,452020,45,45202030,334111,3571
014535,20191231,2019,INDL,C,D,STD,SSP,EW SCRIPPS  -CL A,USD,A,5020,502010,50,50201020,515120,4833
014551,20191231,2019,INDL,C,D,STD,SAMG,SILVERCREST ASSET MGT,USD,A,4020,402030,40,40203010,523930,6282
014561,20190630,2019,INDL,C,D,STD,IIVI,II-VI INC,USD,A,4520,452030,45,45203015,333314,3827
014590,20191231,2019,INDL,C,D,STD,FCX,FREEPORT-MCMORAN INC,USD,A,1510,151040,15,15104025,212230,1000
014603,20200430,2019,INDL,C,D,STD,CDMO,AVID BIOSERVICES INC,USD,A,3520,352010,35,35201010,325413,2835
014624,20191231,2019,INDL,C,D,STD,ODP,ODP CORP,USD,A,2550,255040,25,25504040,453210,5940
014790,20191231,2019,INDL,C,D,STD,MTH,MERITAGE HOMES CORP,USD,A,2520,252010,25,25201030,236117,1531
014793,20191231,2019,INDL,C,D,STD,ARCH,ARCH RESOURCES INC,USD,A,1010,101020,10,10102050,21211,1220
014822,20191231,2019,INDL,C,D,STD,WRB,BERKLEY (W R) CORP,USD,A,4030,403010,40,40301040,524126,6331
014824,20191231,2019,INDL,C,D,STD,CINF,CINCINNATI FINANCIAL CORP,USD,A,4030,403010,40,40301040,524126,6331
014828,20191231,2019,INDL,C,D,STD,ORI,OLD REPUBLIC INTL CORP,USD,A,4030,403010,40,40301040,524126,6331
014891,20191231,2019,INDL,C,D,STD,MGPI,MGP INGREDIENTS INC,USD,A,3020,302010,30,30201020,312140,2085
014898,20191231,2019,INDL,C,D,STD,DDD,3D SYSTEMS CORP,USD,A,4520,452020,45,45202030,333249,3559
014934,20191231,2019,INDL,C,D,STD,DVN,DEVON ENERGY CORP,USD,A,1010,101020,10,10102020,2111,1311
014954,20190831,2019,INDL,C,D,STD,LNN,LINDSAY CORP,USD,A,2010,201060,20,20106015,333111,3523
014960,20191231,2019,INDL,C,D,STD,LH,LABORATORY CP OF AMER HLDGS,USD,A,3510,351020,35,35102015,621511,8071
015044,20200131,2019,INDL,C,D,STD,WDAY,WORKDAY INC,USD,A,4510,451030,45,45103010,519130,7370
015101,20191231,2019,INDL,C,D,STD,MFA,MFA FINANCIAL INC,USD,A,4020,402040,40,40204010,525990,6798
015111,20191231,2019,INDL,C,D,STD,RPT,RPT REALTY,USD,A,6010,601010,60,60101070,531120,6798
015142,20191231,2019,INDL,C,D,STD,STAR,ISTAR INC,USD,A,6010,601010,60,60101010,531190,6798
015153,20191231,2019,INDL,C,D,STD,AGM,FEDERAL AGRICULTURE MTG CP,USD,A,4010,401020,40,40102010,522298,6111
015199,20191231,2019,INDL,C,D,STD,SRCE,1ST SOURCE CORP,USD,A,4010,401010,40,40101015,522110,6020
015247,20191231,2019,INDL,C,D,STD,VLO,VALERO ENERGY CORP,USD,A,1010,101020,10,10102030,324110,2911
015252,20191231,2019,INDL,C,D,STD,TRS,TRIMAS CORP,USD,A,2010,201060,20,20106020,332119,3460
015267,20191231,2019,INDL,C,D,STD,IEX,IDEX CORP,USD,A,2010,201060,20,20106020,333914,3561
015343,20191231,2019,INDL,C,D,STD,MLI,MUELLER INDUSTRIES,USD,A,2010,201060,20,20106020,331420,3350
015363,20191231,2019,INDL,C,D,STD,TCF,TCF FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
015364,20191231,2019,INDL,C,D,STD,ARGO,ARGO GROUP INTL HOLDINGS LTD,USD,A,4030,403010,40,40301040,524126,6351
015414,20190630,2019,INDL,C,D,STD,TECH,BIO-TECHNE CORP,USD,A,3520,352030,35,35203010,325414,2836
015417,20191231,2019,INDL,C,D,STD,BRO,BROWN & BROWN INC,USD,A,4030,403010,40,40301010,524210,6411
015420,20200131,2019,INDL,C,D,STD,AMBA,AMBARELLA INC,USD,A,4530,453010,45,45301020,334413,3674
015459,20191231,2019,INDL,C,D,STD,TG,TREDEGAR CORP,USD,A,1510,151010,15,15101010,326113,3081
015520,20200131,2019,INDL,C,D,STD,SIG,SIGNET JEWELERS LTD,USD,A,2550,255040,25,25504040,448310,5944
015539,20191231,2019,INDL,C,D,STD,PRTK,PARATEK PHARMACEUTCLS INC,USD,A,3520,352020,35,35202010,325412,2834
015855,20200331,2019,INDL,C,D,STD,NLOK,NORTONLIFELOCK INC,USD,A,4510,451030,45,45103020,511210,7372
016009,20200131,2019,INDL,C,D,STD,SPWH,SPORTSMANS WAREHOUSE HLDGS,USD,A,2550,255040,25,25504040,451110,5940
016101,20191231,2019,INDL,C,D,STD,ABBV,ABBVIE INC,USD,A,3520,352010,35,35201010,325414,2836
016113,20191231,2019,INDL,C,D,STD,APAM,ARTISAN PARTNERS ASSET MGMT,USD,A,4020,402030,40,40203010,523920,6282
016116,20191231,2019,INDL,C,D,STD,CONE,CYRUSONE INC,USD,A,6010,601010,60,60101080,531120,6798
016125,20191231,2019,INDL,C,D,STD,GMRE,GLOBAL MEDICAL REIT,USD,A,6010,601010,60,60101050,531120,6798
016188,20191231,2019,INDL,C,D,STD,CGNX,COGNEX CORP,USD,A,4520,452030,45,45203010,334513,3823
016245,20191231,2019,INDL,C,D,STD,PBCT,PEOPLE'S UNITED FINL INC,USD,A,4010,401010,40,40101015,522110,6020
016269,20190930,2019,INDL,C,D,STD,ENTA,ENANTA PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325414,2836
016384,20191231,2019,INDL,C,D,STD,VOYA,VOYA FINANCIAL INC,USD,A,4020,402010,40,40201020,524113,6311
016401,20200331,2019,INDL,C,D,STD,CRUS,CIRRUS LOGIC INC,USD,A,4530,453010,45,45301020,334413,3674
016453,20200531,2019,INDL,C,D,STD,NEOG,NEOGEN CORP,USD,A,3510,351010,35,35101020,325412,2834
016456,20191231,2019,INDL,C,D,STD,HNGR,HANGER INC,USD,A,3510,351020,35,35102020,621498,8093
016477,20191231,2019,INDL,C,D,STD,LEA,LEAR CORP,USD,A,2510,251010,25,25101010,336360,2531
016478,20191231,2019,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,A,1010,101020,10,10102020,2111,1311
016486,20191231,2019,INDL,C,D,STD,BCC,BOISE CASCADE CO,USD,A,2010,201070,20,20107010,423310,5031
016531,20191231,2019,INDL,C,D,STD,ZIXI,ZIX CORP,USD,A,4510,451030,45,45103010,518210,7370
016549,20191231,2019,INDL,C,D,STD,SFBS,SERVISFIRST BANCSHARES INC,USD,A,4010,401010,40,40101015,522110,6020
016597,20191231,2019,INDL,C,D,STD,LSCC,LATTICE SEMICONDUCTOR CORP,USD,A,4530,453010,45,45301020,334413,3674
016653,20191231,2019,INDL,C,D,STD,TMHC,TAYLOR MORRISON HOME CORP,USD,A,2520,252010,25,25201030,236117,1531
016668,20191231,2019,INDL,C,D,STD,AROW,ARROW FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
016689,20190630,2019,INDL,C,D,STD,NBN,NORTHEAST BANK,USD,A,4010,401010,40,40101015,522110,6020
016698,20191231,2019,INDL,C,D,STD,BMTC,BRYN MAWR BANK CORP,USD,A,4010,401010,40,40101015,522110,6020
016705,20191231,2019,INDL,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,A,4010,401010,40,40101015,522110,6020
016710,20190930,2019,INDL,C,D,STD,DGII,DIGI INTERNATIONAL INC,USD,A,4520,452010,45,45201020,334210,3576
016714,20191231,2019,INDL,C,D,STD,DGICA,DONEGAL GROUP INC,USD,A,4030,403010,40,40301040,524126,6331
016721,20200331,2019,INDL,C,D,STD,EA,ELECTRONIC ARTS INC,USD,A,5020,502020,50,50202020,511210,7372
016738,20191231,2019,INDL,C,D,STD,HMHC,HOUGHTON MIFFLIN HARCOURT CO,USD,A,2530,253020,25,25302010,511130,2731
016745,20191231,2019,INDL,C,D,STD,PRTA,PROTHENA CORP PLC,USD,A,3520,352010,35,35201010,325414,2836
016748,20191231,2019,INDL,C,D,STD,CNBKA,CENTURY BANCORP INC/MA,USD,A,4010,401010,40,40101015,522110,6020
016775,20191231,2019,INDL,C,D,STD,CIA,CITIZENS INC,USD,A,4030,403010,40,40301020,524113,6311
016777,20191231,2019,INDL,C,D,STD,FBNC,FIRST BANCORP/NC,USD,A,4010,401010,40,40101015,522110,6020
016781,20191231,2019,INDL,C,D,STD,CHCO,CITY HOLDING CO,USD,A,4010,401010,40,40101015,522110,6020
016790,20191231,2019,INDL,C,D,STD,CBU,COMMUNITY BANK SYSTEM INC,USD,A,4010,401010,40,40101015,522110,6020
016821,20191231,2019,INDL,C,D,STD,FBP,FIRST BANCORP P R,USD,A,4010,401010,40,40101015,522110,6020
016832,20191231,2019,INDL,C,D,STD,GBCI,GLACIER BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
016845,20191231,2019,INDL,C,D,STD,FRME,FIRST MERCHANTS CORP,USD,A,4010,401010,40,40101015,522110,6020
016848,20191231,2019,INDL,C,D,STD,TVTX,TRAVERE THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
016889,20191231,2019,INDL,C,D,STD,INDB,INDEPENDENT BANK CORP/MA,USD,A,4010,401010,40,40101015,522110,6020
016890,20191231,2019,INDL,C,D,STD,IBCP,INDEPENDENT BANK CORP/MI,USD,A,4010,401010,40,40101015,522110,6020
016967,20191231,2019,INDL,C,D,STD,HIFS,HINGHAM INSTN FOR SAVINGS,USD,A,4010,401020,40,40102010,522120,6036
016981,20191231,2019,INDL,C,D,STD,OFG,OFG BANCORP,USD,A,4010,401010,40,40101015,522110,6020
016989,20191231,2019,INDL,C,D,STD,PEBK,PEOPLES BANCORP NC INC,USD,A,4010,401010,40,40101015,522110,6020
017010,20191231,2019,INDL,C,D,STD,LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,USD,A,5020,502010,50,50201030,515112,4832
017012,20191231,2019,INDL,C,D,STD,XONE,EXONE CO,USD,A,2010,201060,20,20106020,3332,3550
017035,20191231,2019,INDL,C,D,STD,MCY,MERCURY GENERAL CORP,USD,A,4030,403010,40,40301040,524126,6331
017073,20191231,2019,INDL,C,D,STD,NWLI,NATIONAL WESTERN LIFE GROUP,USD,A,4030,403010,40,40301020,524113,6311
017095,20191231,2019,INDL,C,D,STD,ONB,OLD NATIONAL BANCORP,USD,A,4010,401010,40,40101015,522110,6020
017101,20191231,2019,INDL,C,D,STD,IMGN,IMMUNOGEN INC,USD,A,3520,352010,35,35201010,325414,2836
017106,20191231,2019,INDL,C,D,STD,PEBO,PEOPLES BANCORP INC/OH,USD,A,4010,401010,40,40101015,522110,6020
017115,20191231,2019,INDL,C,D,STD,SIGI,SELECTIVE INS GROUP INC,USD,A,4030,403010,40,40301040,524126,6331
017120,20191231,2019,INDL,C,D,STD,SIVB,SVB FINANCIAL GROUP,USD,A,4010,401010,40,40101015,522110,6020
017131,20191231,2019,INDL,C,D,STD,IHC,INDEPENDENCE HOLDING CO,USD,A,4030,403010,40,40301020,524114,6321
017132,20191231,2019,INDL,C,D,STD,WSFS,WSFS FINANCIAL CORP,USD,A,4010,401020,40,40102010,522120,6035
017145,20190930,2019,INDL,C,D,STD,WAFD,WASHINGTON FEDERAL INC,USD,A,4010,401020,40,40102010,522110,6020
017150,20191231,2019,INDL,C,D,STD,WBS,WEBSTER FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
017151,20191231,2019,INDL,C,D,STD,WSBC,WESBANCO INC,USD,A,4010,401010,40,40101015,522110,6020
017173,20191231,2019,INDL,C,D,STD,ACNB,ACNB CORP,USD,A,4010,401010,40,40101015,522110,6020
017184,20191231,2019,INDL,C,D,STD,SBCF,SEACOAST BANKING CORP/FL,USD,A,4010,401010,40,40101015,522110,6020
017195,20191231,2019,INDL,C,D,STD,FFBC,FIRST FINL BANCORP INC/OH,USD,A,4010,401010,40,40101015,522110,6020
017199,20191231,2019,INDL,C,D,STD,BLFS,BIOLIFE SOLUTIONS INC,USD,A,3510,351010,35,35101020,325414,2836
017228,20191231,2019,INDL,C,D,STD,TALO,TALOS ENERGY INC,USD,A,1010,101020,10,10102020,211120,1311
017240,20191231,2019,INDL,C,D,STD,TMP,TOMPKINS FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
017245,20191231,2019,INDL,C,D,STD,TRST,TRUSTCO BANK CORP/NY,USD,A,4010,401020,40,40102010,522120,6035
017248,20191231,2019,INDL,C,D,STD,UBSI,UNITED BANKSHARES INC/WV,USD,A,4010,401010,40,40101015,522110,6020
017252,20191231,2019,INDL,C,D,STD,UFCS,UNITED FIRE GROUP INC,USD,A,4030,403010,40,40301040,524126,6331
017277,20191231,2019,INDL,C,D,STD,NVEE,NV5 GLOBAL INC,USD,A,2010,201030,20,20103010,541330,8711
017306,20191231,2019,INDL,C,D,STD,PFSI,PENNYMAC FINANCIAL SERVICES,USD,A,4010,401020,40,40102010,522292,6162
017341,20191231,2019,INDL,C,D,STD,ARTNA,ARTESIAN RESOURCES  -CL A,USD,A,5510,551040,55,55104010,221310,4941
017367,20191231,2019,INDL,C,D,STD,AMNB,AMERICAN NATL BANKSHARES,USD,A,4010,401010,40,40101015,522110,6020
017451,20191231,2019,INDL,C,D,STD,IBTX,INDEPENDENT BK GRP INC,USD,A,4010,401010,40,40101015,522110,6020
017498,20191231,2019,INDL,C,D,STD,CMRX,CHIMERIX INC,USD,A,3520,352010,35,35201010,325414,2836
017534,20191231,2019,INDL,C,D,STD,CCNE,CNB FINANCIAL CORP/PA,USD,A,4010,401010,40,40101015,522110,6020
017553,20190930,2019,INDL,C,D,STD,MODN,MODEL N INC,USD,A,4510,451030,45,45103010,519130,7370
017594,20191231,2019,INDL,C,D,STD,RBNC,RELIANT BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
017626,20191231,2019,INDL,C,D,STD,AHH,ARMADA HOFFLER PROPERTIES,USD,A,6010,601010,60,60101010,531120,6798
017639,20191231,2019,INDL,C,D,STD,AMH,AMERICAN HOMES 4 RENT,USD,A,6010,601010,60,60101060,531110,6798
017653,20191231,2019,INDL,C,D,STD,ADMA,ADMA BIOLOGICS INC,USD,A,3520,352010,35,35201010,325414,2836
017687,20191231,2019,INDL,C,D,STD,HMTV,HEMISPHERE MEDIA GROUP INC,USD,A,5020,502010,50,50201020,515120,4833
017696,20191231,2019,INDL,C,D,STD,TSC,TRISTATE CAPITAL HLDGS INC,USD,A,4010,401010,40,40101015,522110,6020
017715,20191231,2019,INDL,C,D,STD,CVLY,CODORUS VALLEY BANCORP,USD,A,4010,401010,40,40101015,522110,6020
017724,20191231,2019,INDL,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
017769,20191231,2019,INDL,C,D,STD,HASI,HANNON ARMSTRONG SUST INFR,USD,A,4020,402040,40,40204010,531120,6798
017808,20191231,2019,INDL,C,D,STD,EPZM,EPIZYME INC,USD,A,3520,352010,35,35201010,325414,2836
017811,20191231,2019,INDL,C,D,STD,ECOM,CHANNELADVISOR CORP,USD,A,4510,451030,45,45103010,518210,7370
017874,20191231,2019,INDL,C,D,STD,TMUS,T-MOBILE US INC,USD,A,5010,501020,50,50102010,517312,4812
017875,20191231,2019,INDL,C,D,STD,NCBS,NICOLET BANKSHARES INC,USD,A,4010,401010,40,40101015,522110,6020
017877,20191231,2019,INDL,C,D,STD,CHMG,CHEMUNG FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
017878,20191231,2019,INDL,C,D,STD,NRZ,NEW RESIDENTIAL INV CP,USD,A,4020,402040,40,40204010,525990,6798
017928,20191231,2019,INDL,C,D,STD,IQV,IQVIA HOLDINGS INC,USD,A,3520,352030,35,35203010,54171,8731
017934,20191231,2019,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,A,3010,301010,30,30101030,445110,5411
017956,20191231,2019,INDL,C,D,STD,FI,FRANK'S INTL NV,USD,A,1010,101010,10,10101020,213112,1389
017998,20191231,2019,INDL,C,D,STD,BLUE,BLUEBIRD BIO INC,USD,A,3520,352010,35,35201010,325414,2836
018004,20191231,2019,INDL,C,D,STD,CCS,CENTURY COMMUNITIES INC,USD,A,2520,252010,25,25201030,236117,1531
018009,20191231,2019,INDL,C,D,STD,NSTG,NANOSTRING TECHNOLOGIES INC,USD,A,3520,352030,35,35203010,325413,2835
018036,20191231,2019,INDL,C,D,STD,COMM,COMMSCOPE HOLDING CO INC,USD,A,4520,452010,45,45201020,334220,3663
018037,20191231,2019,INDL,C,D,STD,CZNC,CITIZENS & NORTHERN CORP,USD,A,4010,401010,40,40101015,522110,6020
018040,20191231,2019,INDL,C,D,STD,FRBK,REPUBLIC FIRST BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
018043,20190630,2019,INDL,C,D,STD,NWSA,NEWS CORP,USD,A,5020,502010,50,50201040,511110,2711
018047,20191231,2019,INDL,C,D,STD,NDLS,NOODLES & CO,USD,A,2530,253010,25,25301040,722513,5812
018049,20191231,2019,INDL,C,D,STD,FNB,F N B CORP/FL,USD,A,4010,401010,40,40101015,522110,6020
