gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,at,revt,sale,cik,costat,ggroup,gind,gsector,gsubind,naics,sic
012635,20111231,2011,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,8548.0000,4337.0000,4337.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20121231,2012,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,8497.0000,4482.0000,4482.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20131231,2013,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9513.0000,4814.0000,4814.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20141231,2014,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9337.0000,5066.0000,5066.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20151231,2015,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9340.0000,5254.0000,5254.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20161231,2016,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,9743.0000,5505.0000,5505.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20171231,2017,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,10289.0000,5696.0000,5696.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20181231,2018,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,11262.0000,5823.0000,5823.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20191231,2019,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,77539.0000,10187.0000,10187.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012635,20201231,2020,INDL,C,D,STD,FISV,337738108,FISERV INC,USD,12,74619.0000,14852.0000,14852.0000,0000798354,A,4510,451020,45,45102020,518210,7374
012850,20101231,2010,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,2422.7900,1850.2220,1850.2220,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20111231,2011,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,3000.3580,2203.1530,2203.1530,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20121231,2012,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,3704.4680,2665.4360,2665.4360,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20131231,2013,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,4098.3640,2910.7480,2910.7480,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20141231,2014,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,4530.5650,3402.7030,3402.7030,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20151231,2015,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,5561.9840,4425.2670,4425.2670,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20161231,2016,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,5629.9630,4796.4730,4796.4730,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20171231,2017,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,6469.3110,5142.2720,5142.2720,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20181231,2018,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,6708.6360,5366.3250,5366.3250,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20191231,2019,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,6894.6220,5692.5980,5692.5980,0000804753,A,3510,351030,35,35103010,541512,7373
012850,20201231,2020,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,12,7521.0960,5505.7880,5505.7880,0000804753,A,3510,351030,35,35103010,541512,7373
013421,20101231,2010,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,1732.1160,935.9540,935.9540,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20111231,2011,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,1761.2690,1149.8350,1149.8350,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20121231,2012,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2287.0030,1326.4240,1326.4240,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20131231,2013,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2428.6010,1460.1160,1460.1160,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20141231,2014,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,3209.5560,1580.9320,1580.9320,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20151231,2015,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2351.0150,1702.0910,1702.0910,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20161231,2016,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2096.9080,1816.0830,1816.0830,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20171231,2017,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2418.7140,1943.0320,1943.0320,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20181231,2018,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,2468.6540,2138.0220,2138.0220,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20191231,2019,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,3357.2250,2336.3190,2336.3190,0000813672,A,4510,451030,45,45103010,511210,7372
013421,20201231,2020,INDL,C,D,STD,CDNS,127387108,CADENCE DESIGN SYSTEMS INC,USD,12,3950.7850,2682.8910,2682.8910,0000813672,A,4510,451030,45,45103010,511210,7372
014225,20101231,2010,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,1468.2830,2269.4710,2269.4710,0000815556,A,2010,201070,20,20107010,423,5000
014225,20111231,2011,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,1684.9480,2766.8590,2766.8590,0000815556,A,2010,201070,20,20107010,423,5000
014225,20121231,2012,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,1815.8320,3133.5770,3133.5770,0000815556,A,2010,201070,20,20107010,423,5000
014225,20131231,2013,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2075.7840,3326.1060,3326.1060,0000815556,A,2010,201070,20,20107010,423,5000
014225,20141231,2014,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2359.1020,3733.5070,3733.5070,0000815556,A,2010,201070,20,20107010,423,5000
014225,20151231,2015,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2532.4620,3869.1870,3869.1870,0000815556,A,2010,201070,20,20107010,423,5000
014225,20161231,2016,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2668.8840,3962.0360,3962.0360,0000815556,A,2010,201070,20,20107010,423,5000
014225,20171231,2017,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,2910.5000,4390.5000,4390.5000,0000815556,A,2010,201070,20,20107010,423,5000
014225,20181231,2018,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,3321.5000,4965.1000,4965.1000,0000815556,A,2010,201070,20,20107010,423,5000
014225,20191231,2019,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,3799.9000,5333.7000,5333.7000,0000815556,A,2010,201070,20,20107010,423,5000
014225,20201231,2020,INDL,C,D,STD,FAST,311900104,FASTENAL CO,USD,12,3964.7000,5647.3000,5647.3000,0000815556,A,2010,201070,20,20107010,423,5000
014256,20100630,2010,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3482.3250,1997.6030,1997.6030,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20110630,2011,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3527.7430,2472.3410,2472.3410,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20120630,2012,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3737.9460,2403.5290,2403.5290,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20130630,2013,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3935.9100,2441.4590,2441.4590,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20140630,2014,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4405.6180,2453.6630,2453.6630,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20150630,2015,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4228.3840,2306.8640,2306.8640,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20160630,2016,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4234.6160,2194.7190,2194.7190,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20170630,2017,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4570.2330,2295.6150,2295.6150,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20180630,2018,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,4451.5610,2480.0660,2480.0660,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20190630,2019,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3743.9820,2314.3290,2314.3290,0000743316,A,4530,453010,45,45301020,334413,3674
014256,20200630,2020,INDL,C,D,STD,MXIM,57772K101,MAXIM INTEGRATED PRODUCTS,USD,6,3629.3030,2191.3950,2191.3950,0000743316,A,4530,453010,45,45301020,334413,3674
015044,20101231,2010,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,12,100.6050,68.0550,68.0550,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20120131,2011,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,232.6380,134.4270,134.4270,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20130131,2012,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,959.0800,273.6570,273.6570,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20140131,2013,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,2176.2650,468.9380,468.9380,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20150131,2014,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,2358.6330,787.8600,787.8600,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20160131,2015,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,2730.0940,1162.3460,1162.3460,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20170131,2016,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,3166.4240,1569.4070,1569.4070,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20180131,2017,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,4947.4240,2143.0500,2143.0500,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20190131,2018,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,5520.7460,2822.1800,2822.1800,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20200131,2019,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,6816.3650,3627.2060,3627.2060,0001327811,A,4510,451030,45,45103010,519130,7370
015044,20210131,2020,INDL,C,D,STD,WDAY,98138H101,WORKDAY INC,USD,1,8718.4110,4317.9960,4317.9960,0001327811,A,4510,451030,45,45103010,519130,7370
016721,20110331,2010,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,4928.0000,3589.0000,3589.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20120331,2011,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,5491.0000,4143.0000,4143.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20130331,2012,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,5070.0000,3797.0000,3797.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20140331,2013,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,5716.0000,3575.0000,3575.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20150331,2014,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,6147.0000,4515.0000,4515.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20160331,2015,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,7050.0000,4396.0000,4396.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20170331,2016,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,7718.0000,4845.0000,4845.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20180331,2017,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,8584.0000,5150.0000,5150.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20190331,2018,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,8957.0000,4950.0000,4950.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20200331,2019,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,11112.0000,5537.0000,5537.0000,0000712515,A,5020,502020,50,50202020,511210,7372
016721,20210331,2020,INDL,C,D,STD,EA,285512109,ELECTRONIC ARTS INC,USD,3,13288.0000,5629.0000,5629.0000,0000712515,A,5020,502020,50,50202020,511210,7372
017874,20131231,2013,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,49953.0000,24420.0000,24420.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017874,20141231,2014,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,56653.0000,29564.0000,29564.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017874,20151231,2015,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,62436.0000,32053.0000,32053.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017874,20161231,2016,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,65891.0000,37242.0000,37242.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017874,20171231,2017,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,70563.0000,40660.0000,40660.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017874,20181231,2018,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,72468.0000,43239.0000,43239.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017874,20191231,2019,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,86921.0000,44998.0000,44998.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017874,20201231,2020,INDL,C,D,STD,TMUS,872590104,T-MOBILE US INC,USD,12,200162.0000,68397.0000,68397.0000,0001283699,A,5010,501020,50,50102010,517312,4812
019744,20121231,2012,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,2870.9100,6642.0320,6642.0320,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20131231,2013,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,4296.5140,11454.1210,11454.1210,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20141231,2014,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,10716.7540,18535.0090,18535.0090,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20151231,2015,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,13147.3910,27985.8830,27985.8830,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20161231,2016,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,23098.5910,37465.3100,37465.3100,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20171231,2017,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,28288.7300,55689.3710,55689.3710,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20181231,2018,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,30411.4410,67175.1770,67175.1770,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20191231,2019,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,37300.5340,82850.5380,82850.5380,0001549802,A,2550,255020,25,25502020,454110,5961
019744,20201231,2020,INDL,C,D,STD,JD,47215P106,JD.COM INC,USD,12,64718.4360,114299.1400,114299.1400,0001549802,A,2550,255020,25,25502020,454110,5961
020779,20100731,2010,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,81130.0000,40040.0000,40040.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20110731,2011,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,87095.0000,43218.0000,43218.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20120731,2012,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,91759.0000,46061.0000,46061.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20130731,2013,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,101191.0000,48607.0000,48607.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20140731,2014,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,105134.0000,47142.0000,47142.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20150731,2015,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,113481.0000,49161.0000,49161.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20160731,2016,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,121652.0000,49247.0000,49247.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20170731,2017,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,129818.0000,48005.0000,48005.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20180731,2018,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,108784.0000,49330.0000,49330.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20190731,2019,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,97793.0000,51904.0000,51904.0000,0000858877,A,4520,452010,45,45201020,334210,3576
020779,20200731,2020,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,7,94853.0000,49301.0000,49301.0000,0000858877,A,4520,452010,45,45201020,334210,3576
022325,20110331,2010,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4140.8500,2369.4450,2369.4450,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20120331,2011,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4464.1220,2240.7360,2240.7360,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20130331,2012,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4729.4510,2168.6520,2168.6520,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20140331,2013,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5037.3490,2382.5310,2382.5310,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20150331,2014,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4898.0650,2377.3440,2377.3440,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20160331,2015,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4823.1540,2213.8810,2213.8810,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20170331,2016,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4740.5320,2349.3300,2349.3300,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20180331,2017,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5055.6870,2539.0040,2539.0040,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20190331,2018,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5151.3480,3059.0400,3059.0400,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20200331,2019,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,4693.3340,3162.6660,3162.6660,0000743988,A,4530,453010,45,45301020,334413,3674
022325,20210331,2020,INDL,C,D,STD,XLNX,983919101,XILINX INC,USD,3,5519.2010,3147.5990,3147.5990,0000743988,A,4530,453010,45,45301020,334413,3674
023812,20101231,2010,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,1089.4320,459.0740,459.0740,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20111231,2011,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,1323.5830,445.8240,445.8240,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20121231,2012,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,2080.4900,1378.4770,1378.4770,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20131231,2013,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,2951.0130,2104.7450,2104.7450,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20141231,2014,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,3871.8270,2819.5570,2819.5570,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20151231,2015,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,5609.1320,4103.7280,4103.7280,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20161231,2016,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,6973.4660,4860.4270,4860.4270,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20171231,2017,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,8764.2860,5872.2270,5872.2270,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20181231,2018,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,11734.5000,6710.8000,6710.8000,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20191231,2019,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,14805.2000,7863.4000,7863.4000,0000872589,A,3520,352010,35,35201010,325412,2834
023812,20201231,2020,INDL,C,D,STD,REGN,75886F107,REGENERON PHARMACEUTICALS,USD,12,17163.3000,8497.1000,8497.1000,0000872589,A,3520,352010,35,35201010,325412,2834
024197,20101231,2010,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,897.1440,1103.3920,1103.3920,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20111231,2011,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1030.8140,1218.6890,1218.6890,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20121231,2012,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1103.6020,1293.3380,1293.3380,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20131231,2013,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1230.5160,1377.0580,1377.0580,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20141231,2014,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1384.2110,1510.9070,1510.9070,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20151231,2015,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1474.9930,1601.8920,1601.8920,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20161231,2016,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1530.7040,1775.4230,1775.4230,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20171231,2017,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1713.4160,1969.0580,1969.0580,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20181231,2018,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1537.3490,2213.2420,2213.2420,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20191231,2019,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,1832.4750,2406.9080,2406.9080,0000874716,A,3510,351010,35,35101010,325413,2835
024197,20201231,2020,INDL,C,D,STD,IDXX,45168D104,IDEXX LABS INC,USD,12,2294.5610,2706.6550,2706.6550,0000874716,A,3510,351010,35,35101010,325413,2835
024316,20101231,2010,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1082.1310,1303.9420,1303.9420,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20111231,2011,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1362.3990,1703.2300,1703.2300,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20121231,2012,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1043.3250,2060.7020,2060.7020,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20131231,2013,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1420.5090,2246.4280,2246.4280,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20141231,2014,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,1938.8750,2464.8670,2464.8670,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20151231,2015,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,5675.1890,2682.8030,2682.8030,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20161231,2016,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,4153.4710,3043.6800,3043.6800,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20171231,2017,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,4791.0120,3368.4600,3368.4600,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20181231,2018,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,4526.8910,3807.1830,3807.1830,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20191231,2019,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,5150.3520,4200.8190,4200.8190,0000865752,A,3020,302010,30,30201030,312111,2086
024316,20201231,2020,INDL,C,D,STD,MNST,61174X109,MONSTER BEVERAGE CORP,USD,12,6202.7160,4613.8380,4613.8380,0000865752,A,3020,302010,30,30201030,312111,2086
024344,20101231,2010,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,1725.4460,143.3700,143.3700,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20111231,2011,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2204.2800,1410.6260,1410.6260,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20121231,2012,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2759.2880,1527.0420,1527.0420,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20131231,2013,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2319.0410,1211.9750,1211.9750,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20141231,2014,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2334.6790,580.4150,580.4150,0000875320,A,3520,352010,35,35201010,325412,2834
024344,20151231,2015,INDL,C,D,STD,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,USD,12,2498.8750,1032.3360,1032.3360,0000875320,A,3520,352010,35,35201010,325412,2834
